date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:36:19	98721/98721	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:50:58%20GMT	https://w3crm.dexignzone.com/xhtml/chart-flot.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/chart-flot.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:19	96414/96414	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:51:08%20GMT	https://w3crm.dexignzone.com/xhtml/chart-morris.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/chart-morris.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:20	100666/100666	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:54:12%20GMT	https://w3crm.dexignzone.com/xhtml/chart-chartjs.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/chart-chartjs.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:20	106079/106079	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:53:54%20GMT	https://w3crm.dexignzone.com/xhtml/chart-chartist.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/chart-chartist.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:21	106070/106070	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:54:26%20GMT	https://w3crm.dexignzone.com/xhtml/chart-peity.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/chart-peity.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:21	98022/98022	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:54:38%20GMT	https://w3crm.dexignzone.com/xhtml/chart-sparkline.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/chart-sparkline.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:21	182282/182282	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:08:12%20GMT	https://w3crm.dexignzone.com/xhtml/ui-accordion.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-accordion.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:21	289245/289245	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:08:32%20GMT	https://w3crm.dexignzone.com/xhtml/ui-alert.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-alert.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:22	164233/164233	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:06:36%20GMT	https://w3crm.dexignzone.com/xhtml/ui-button.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-button.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:22	130884/130884	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:08:52%20GMT	https://w3crm.dexignzone.com/xhtml/ui-badge.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-badge.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:22	112655/112655	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:49:34%20GMT	https://w3crm.dexignzone.com/xhtml/ui-modal.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-modal.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:22	113802/113802	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:06:46%20GMT	https://w3crm.dexignzone.com/xhtml/ui-button-group.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-button-group.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:23	132682/132682	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:09:10%20GMT	https://w3crm.dexignzone.com/xhtml/ui-card.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-card.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:24	117128/117128	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:09:22%20GMT	https://w3crm.dexignzone.com/xhtml/ui-carousel.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-carousel.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:24	127406/127406	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:09:42%20GMT	https://w3crm.dexignzone.com/xhtml/ui-list-group.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-list-group.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:24	156552/156552	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:09:32%20GMT	https://w3crm.dexignzone.com/xhtml/ui-dropdown.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-dropdown.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:24	95910/95910	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:10:24%20GMT	https://w3crm.dexignzone.com/xhtml/ui-popover.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-popover.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:24	131133/131133	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:10:36%20GMT	https://w3crm.dexignzone.com/xhtml/ui-progressbar.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-progressbar.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:25	142370/142370	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:10:46%20GMT	https://w3crm.dexignzone.com/xhtml/ui-tab.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-tab.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:25	107347/107347	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:02:36%20GMT	https://w3crm.dexignzone.com/xhtml/ui-typography.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-typography.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:25	123910/123910	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:10:14%20GMT	https://w3crm.dexignzone.com/xhtml/ui-pagination.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-pagination.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:26	101326/101326	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:06:28%20GMT	https://w3crm.dexignzone.com/xhtml/ui-grid.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/ui-grid.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:26	131639/131639	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:07:08%20GMT	https://w3crm.dexignzone.com/xhtml/uc-select2.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/uc-select2.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:26	100392/100392	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:06:16%20GMT	https://w3crm.dexignzone.com/xhtml/uc-nestable.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/uc-nestable.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:26	122989/122989	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:06:58%20GMT	https://w3crm.dexignzone.com/xhtml/uc-noui-slider.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/uc-noui-slider.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:27	100700/100700	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:07:18%20GMT	https://w3crm.dexignzone.com/xhtml/uc-sweetalert.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/uc-sweetalert.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:27	94819/94819	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:07:32%20GMT	https://w3crm.dexignzone.com/xhtml/uc-toastr.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/uc-toastr.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:27	93860/93860	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2011:59:24%20GMT	https://w3crm.dexignzone.com/xhtml/map-jqvmap.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/map-jqvmap.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:28	94778/94778	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:06:06%20GMT	https://w3crm.dexignzone.com/xhtml/uc-lightgallery.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/uc-lightgallery.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:28	492387/492387	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:05:20%20GMT	https://w3crm.dexignzone.com/xhtml/svg-icon.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/svg-icon.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:28	205417/205417	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:11:06%20GMT	https://w3crm.dexignzone.com/xhtml/widget-basic.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/widget-basic.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:28	151017/151017	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:01:38%20GMT	https://w3crm.dexignzone.com/xhtml/form-element.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/form-element.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:29	103262/103262	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:02:12%20GMT	https://w3crm.dexignzone.com/xhtml/form-wizard.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/form-wizard.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:29	92953/92953	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:01:28%20GMT	https://w3crm.dexignzone.com/xhtml/form-ckeditor.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/form-ckeditor.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:29	103265/103265	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:01:50%20GMT	https://w3crm.dexignzone.com/xhtml/form-pickers.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/form-pickers.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:29	108447/108447	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:02:02%20GMT	https://w3crm.dexignzone.com/xhtml/form-validation.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/form-validation.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:30	189377/189377	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:05:32%20GMT	https://w3crm.dexignzone.com/xhtml/table-bootstrap-basic.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/table-bootstrap-basic.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:30	328611/328611	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:05:42%20GMT	https://w3crm.dexignzone.com/xhtml/table-datatable-basic.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/table-datatable-basic.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:30	6159/6159	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2011:21:26%20GMT	https://w3crm.dexignzone.com/xhtml/page-register.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/page-register.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:30	3531/3531	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2011:21:26%20GMT	https://w3crm.dexignzone.com/xhtml/page-error-400.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/page-error-400.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:31	3700/3700	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2011:21:26%20GMT	https://w3crm.dexignzone.com/xhtml/page-error-403.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/page-error-403.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:31	3726/3726	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2011:21:26%20GMT	https://w3crm.dexignzone.com/xhtml/page-error-404.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/page-error-404.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:31	3836/3836	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2011:21:26%20GMT	https://w3crm.dexignzone.com/xhtml/page-error-500.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/page-error-500.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:31	3752/3752	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2011:21:26%20GMT	https://w3crm.dexignzone.com/xhtml/page-error-503.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/page-error-503.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:32	5932/5932	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2011:21:26%20GMT	https://w3crm.dexignzone.com/xhtml/page-lock-screen.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/page-lock-screen.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:32	92075/92075	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202024%2012:00:56%20GMT	https://w3crm.dexignzone.com/xhtml/empty-page.html	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/empty-page.html	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:32	11324/11324	---M--	200	added ('OK')	image/jpeg	etag:%222c3c-5bdf5bfad5c00%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic1.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/pic1.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:33	17494/17494	---M--	200	added ('OK')	image/jpeg	etag:%224456-5dc28c0dc0300%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic555.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/pic555.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:34	17346/17346	---M--	200	added ('OK')	image/jpeg	etag:%2243c2-5dc28c268bd80%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic666.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/pic666.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:34	16640/16640	---M--	200	added ('OK')	image/jpeg	etag:%224100-5f54962e2c600%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic777.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/pic777.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:35	10383/10383	---M--	200	added ('OK')	image/jpeg	etag:%22288f-5bdf5c1d2ad00%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic2.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/pic2.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:37	17303/17303	---M--	200	added ('OK')	image/jpeg	etag:%224397-5f54974a5e480%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic888.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/pic888.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:37	17288/17288	---M--	200	added ('OK')	image/jpeg	etag:%224388-5f5497763cc00%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic999.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/pic999.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:38	1175/1175	---M--	200	added ('OK')	image/png	etag:%22497-5f3b5c3227a00%22	https://w3crm.dexignzone.com/xhtml/images/country/india.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/india.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:38	2858/2858	---M--	200	added ('OK')	image/png	etag:%22b2a-5f55d00b24500%22	https://w3crm.dexignzone.com/xhtml/images/country/canada.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/canada.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:39	890/890	---M--	200	added ('OK')	image/png	etag:%2237a-5f3b5c490b000%22	https://w3crm.dexignzone.com/xhtml/images/country/russia.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/russia.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:40	1782/1782	---M--	200	added ('OK')	image/png	etag:%226f6-5f3b5c547cb00%22	https://w3crm.dexignzone.com/xhtml/images/country/uk.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/uk.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:40	1308/1308	---M--	200	added ('OK')	image/png	etag:%2251c-5f3b5c5e06180%22	https://w3crm.dexignzone.com/xhtml/images/country/aus.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/aus.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:41	1535/1535	---M--	200	added ('OK')	image/png	etag:%225ff-5f3b5c678f800%22	https://w3crm.dexignzone.com/xhtml/images/country/usa.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/usa.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:41	1372/1372	---M--	200	added ('OK')	image/png	etag:%2255c-5f3b5c7118e80%22	https://w3crm.dexignzone.com/xhtml/images/country/pak.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/pak.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:42	3078/3078	---M--	200	added ('OK')	image/png	etag:%22c06-5f55cf40f6800%22	https://w3crm.dexignzone.com/xhtml/images/country/germany.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/germany.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:42	3205/3205	---M--	200	added ('OK')	image/png	etag:%22c85-5f55ce4901f00%22	https://w3crm.dexignzone.com/xhtml/images/country/uae.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/uae.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:42	3297/3297	---M--	200	added ('OK')	image/png	etag:%22ce1-5f55cef4ab400%22	https://w3crm.dexignzone.com/xhtml/images/country/china.png	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/country/china.png	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:44	18635/18635	---M--	200	added ('OK')	image/jpeg	etag:%2248cb-5f5602a5da900%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d1.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d1.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:45	17488/17488	---M--	200	added ('OK')	image/jpeg	etag:%224450-5f5602bcbdf00%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d2.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d2.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:46	18549/18549	---M--	200	added ('OK')	image/jpeg	etag:%224875-5f549a454ec80%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d3.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d3.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:47	17668/17668	---M--	200	added ('OK')	image/jpeg	etag:%224504-5f5602d3a1500%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d4.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d4.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:47	17789/17789	---M--	200	added ('OK')	image/jpeg	etag:%22457d-5f5602e4cbd80%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d5.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d5.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:48	18421/18421	---M--	200	added ('OK')	image/jpeg	etag:%2247f5-5f56035554700%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d6.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d6.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:48	17462/17462	---M--	200	added ('OK')	image/jpeg	etag:%224436-5f5603cd7e280%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d7.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d7.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:49	18002/18002	---M--	200	added ('OK')	image/jpeg	etag:%224652-5f5604089ee00%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d8.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d8.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:49	16518/16518	---M--	200	added ('OK')	image/jpeg	etag:%224086-5f5609883e700%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d14.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d14.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:50	19060/19060	---M--	200	added ('OK')	image/jpeg	etag:%224a74-5f560762ed700%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d13.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d13.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:50	15319/15319	---M--	200	added ('OK')	image/jpeg	etag:%223bd7-5f56052100380%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d9.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d9.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:51	9064/9064	---M--	200	added ('OK')	image/jpeg	etag:%222368-5f56047b0fc00%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d10.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d10.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:51	18430/18430	---M--	200	added ('OK')	image/jpeg	etag:%2247fe-5f5600c533b00%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d11.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d11.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:52	17234/17234	---M--	200	added ('OK')	image/jpeg	etag:%224352-5f5600e1cfe80%22	https://w3crm.dexignzone.com/xhtml/images/contacts/d12.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/d12.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:52	14638/14638	---M--	200	added ('OK')	image/jpeg	etag:%22392e-5bdf5c39c7080%22	https://w3crm.dexignzone.com/xhtml/images/contacts/pic3.jpg	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/images/contacts/pic3.jpg	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:52	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22665f0832-4d7%22	https://w3crm.dexignzone.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:53	220074/220074	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2235baa-6027c9f0ea000%22	https://w3crm.dexignzone.com/xhtml/vendor/global/global.min.js	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/vendor/global/global.min.js	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:54	210031/210031	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223346f-58dde99508380%22	https://w3crm.dexignzone.com/xhtml/vendor/chart.js/Chart.bundle.min.js	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/vendor/chart.js/Chart.bundle.min.js	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:54	57695/57695	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22e15f-5f42e2ec6b280%22	https://w3crm.dexignzone.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://w3crm.dexignzone.com/xhtml/index.html)
09:36:55	1077658/1077658	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2210719a-5bd9cf3a86300%22	https://w3crm.dexignzone.com/xhtml/vendor/apexchart/apexchart.js	C:/My%20Web%20Sites/Hospital%20Management/w3crm.dexignzone.com/xhtml/vendor/apexchart/apexchart.js	(from https://w3crm.dexignzone.com/xhtml/index.html)
